GivenName,Surname,Birthday
Vedette,Charrette,9/15/1998
Hedvige,Mouet,12/30/1998
Latimer,Lamontagne,2/4/1998
Delit,Bélair,8/16/2001
Xavierre,Charrette,11/23/2000
Cloridan,Monjeau,7/29/2003
Anaïs,Benjamin,10/6/1997
Amaury,Lepage,10/3/1999
Tanguy,Austin,8/18/2001
Searlas,Ruel,9/29/1999
Paulette,Pellerin,4/2/2003
Chapin,Guérette,10/22/2000
Sydney,Latourelle,1/24/2004
Zurie,Boisclair,8/9/1998
Channing,Jomphe,3/29/1997
Hugues,Lemaître,1/25/2000
Campbell,Crête,5/31/2001
Susanne,Simard,6/6/2003
Chantal,Corbeil,4/5/1997
Roland,Primeau,6/28/1999
Vivienne,Chrétien,12/18/1995
Valérie,Miron,9/16/2001
Sargent,Guédry,11/27/1999
Fabien,Mercier,5/10/2000
Colette,Chauvet,6/16/1999
Benoît,Pouliotte,10/26/1997
Seymour,Ménard,4/4/2001
Ignace,Lemelin,2/5/2003
Belle,Bouchard,12/27/1998
Inès,Lepage,6/9/1999
Somer,Desilets,8/2/1998
Cloridan,Paré,12/1/1994
Marmion,Leroux,11/3/1998
Belda,Demers,11/16/1999
Lundy,Berthiaume,6/26/2001
Claude,Durand,3/3/1998
Moore,Lécuyer,3/15/2003
Agathe,Bourassa,3/22/1997
Loring,Sarrazin,8/1/1997
Melodie,René,12/23/1998
Nadine,Bergeron,1/25/1995
Gill,Langlais,1/10/2002
Sabine,Lampron,11/10/2004
Bevis,Vertefeuille,7/14/1999
Arnou,Bourque,1/27/1999
Berangaria,Course,7/24/2004
Carolos,Cailot,12/30/1994
Marcel,Chrétien,1/26/2002
Campbell,Michaud,11/12/2000
Martine,Fontaine,1/8/1998
Raison,Lamothe,5/22/1996
Tearlach,Laramée,11/4/2001
Patricia,Laberge,8/30/1996
Onfroi,Leroy,11/5/2003
Laurence,Guay,5/26/1996
Clovis,Lesage,5/25/2000
Robinette,Poirier,11/19/2003
Stéphane,Lepage,4/3/2000
Warrane,Soucy,8/18/2002
Jewel,Blanc,5/16/1997
Sabine,Mercier,6/7/1995
Patricia,Meunier,7/15/2002
Xavierre,Duhamel,11/28/1996
Verney,Courcelle,2/21/2002
Harbin,Labossière,10/13/2003
Agate,Desrosiers,7/28/2001
Lowell,Ménard,9/11/2000
Paien,Lussier,9/7/1999
Burkett,Landry,3/22/2001
Louise,Bérard,1/31/1998
Agrican,Lanoie,11/30/2000
Marcel,Déziel,3/31/2000
Hugues,Caron,3/17/2000
Ila,Riel,6/27/1995
Logistilla,Fortier,12/15/2000
Daniel,Berthiaume,2/22/2004
Eulalie,Allain,7/25/1999
Aloin,Sevier,12/21/1997
Slainie,Méthot,2/8/1997
Javier,Legault,4/28/1998
Normand,Caya,9/7/2003
Kerman,Marier,7/8/2002
Georgette,Ratté,9/28/2002
Xavier,Lefèbvre,11/7/2002
Lorraine,Sansouci,3/6/1998
Hardouin,Lafond,2/25/1998
Huon,Fournier,11/25/1999
Marmion,Bellemare,3/18/1999
Namo,Breton,1/21/2000
Bernadette,Chesnay,3/28/1996
Bayard,Cadieux,9/29/1997
Antoine,Deblois,6/21/1998
Olympia,Babin,11/27/1998
Clementine,Pelland,6/10/2003
Langley,Bédard,12/21/1995
Christien,Sanschagrin,10/9/2002
Cosette,Thériault,5/11/2000
Eglantine,Thériault,11/4/1996
Stéphanie,Lizotte,7/2/2000
Gifford,Aubin,8/17/1995
Raison,Michaud,11/7/1997
Tempeste,Migneault,11/12/2001
Laurette,D'Aoust,12/2/1996
Laverne,Daviau,8/28/1995
Mercer,Martin,6/10/1996
Agrican,Poulin,3/24/1996
Ambra,Deschênes,11/3/2000
Maslin,Poisson,1/30/2001
Pascal,Durepos,10/31/2002
Eliot,Pinneau,3/17/1999
Curtis,Fortier,6/2/2002
Karlotta,Lebel,3/10/1995
Karlotta,L'Anglais,6/22/2003
Burkett,Mailloux,3/26/1997
Noémi,Despins,6/27/2003
Florus,Guérette,12/12/1999
Verney,Arcouet,9/19/1997
Viollette,"de Chateaub",2/7/2003
Emmanuel,Cantin,5/29/1996
Nathalie,Gendron,4/30/2000
Rosamonde,Cliche,3/31/1996
Frédérique,Lazure,10/4/1996
Brunella,Guernon,4/2/2002
Burrell,Dupéré,4/17/2003
Monique,Lamothe,7/27/1995
Verrill,Rochon,5/31/2002
Algernon,Paiement,1/6/1998
Fortun,Jodoin,3/4/1995
Audric,Charlebois,4/5/2004
Vick,Barjavel,12/20/2001
Michèle,Lessard,9/26/1995
Matthieu,Lanctot,11/3/1999
Fusberta,Duplessis,6/18/1999
Agathe,Leroux,3/2/2003
Heloise,L'Hiver,5/4/1998
Quennel,Therrien,1/4/2000
Grosvenor,Ducharme,1/10/1999
Quennel,Chaloux,10/26/2003
Victor,Deniger,2/23/2003
Harcourt,Lespérance,2/7/2003
Seymour,Martin,3/21/2001
Franck,Bériault,8/16/1999
Arnaud,Fremont,10/19/2002
Peppin,Sylvain,1/14/2001
Medoro,Lépicier,12/31/1994
Merlin,Devoe,2/28/1995
Rule,Sansouci,8/11/1995
Fabienne,Benjamin,6/11/1997
Turner,Martel,3/23/2001
Oriel,Labonté,12/30/1999
Linette,Parmentier,6/6/1996
Amarante,Angélil,12/26/2002
Marshall,Gladu,12/7/2003
Fabienne,Mainville,10/21/2001
Roland,Salois,8/26/2000
Wyatt,Crête,5/3/2004
Anton,Mothé,4/3/1996
Philip,Bonsaint,1/26/1996
Gabriel,Caron,7/28/1997
Daisi,Caya,4/30/1998
Octave,Gendron,5/16/2004
Harriette,Robillard,11/24/1998
Romain,Adler,12/13/2003
Cerise,Cotuand,12/26/1995
Matilda,Jalbert,2/12/2001
Delmar,Lessard,5/12/1996
Somerville,Bisson,6/6/2002
Calandre,DuLin,8/25/1998
Mayhew,Bernier,7/18/2003
Nicole,Louineaux,11/15/1996
Agathe,Mainville,2/15/1996
Jesper,L'Heureux,4/29/2004
Forrest,Dupéré,9/15/2003
Alice,Laurent,1/31/2004
Flordelis,Goudreau,11/6/1995
Clarice,Garceau,10/27/2002
Christine,Mailly,11/1/2002
Genevre,Hervieux,1/4/2004
Warrane,Robitaille,7/14/2000
Laurette,Lamoureux,9/10/2001
Astolpho,Mireault,10/5/2000
Arnaud,Beaudouin,2/27/2001
Grégoire,Guédry,9/12/1997
Avelaine,Labbé,7/20/1996
Amélie,Barrientos,11/30/2003
Claire,Breton,9/10/1997
Senior,Bouvier,9/30/1999
Avent,Maheu,2/1/1996
Didier,Authier,8/26/1995
Pénélope,Duhamel,4/11/2002
Joanna,Poulin,3/7/2004
Alexandrin,Chatigny,11/9/2004
René,Gervais,9/29/1997
Loyal,Brault,1/5/2002
Orlene,Gaillard,12/25/1999
Sabine,Mailhot,2/22/1995
Saber,Potvin,11/9/2002
Avril,D'Aubigné,12/24/1995
Odelette,Brisebois,10/2/2000
Damiane,Echeverri,4/23/2004
Angelique,Lazure,5/2/2001
Dominique,Édouard,3/30/2004
Peppin,Coulombe,10/12/2002
Raison,Maheu,12/20/1996
Nicholas,Robillard,10/31/1997
Avenall,Demers,10/4/2001
Valérie,Chartré,12/10/1996
Mercer,Audibert,10/19/2004
Alice,Grondin,7/3/1996
Eugenia,Desrosiers,2/7/2001
Roland,Pichette,12/9/1995
Bertrand,Benoit,12/18/1999
Suzette,Gauvin,2/18/1995
Bartlett,Fresne,2/5/1999
Wyatt,Barrientos,8/4/2003
Aya,Marquis,1/19/1995
Laverne,Marcoux,2/5/2001
Pénélope,Desjardins,1/4/1998
Vignette,Goguen,6/12/1998
Apolline,Davignon,7/19/1996
Auguste,Laberge,2/2/2000
Ogier,Guilmette,2/9/1996
Marie,Grondin,2/25/1997
Quincy,Duval,8/22/1997
Porter,Martin,5/17/2004
Armina,Croteau,4/15/2002
Gabriel,Bler,5/24/2002
Alexandrie,Bouvier,7/3/2003
Mavise,Pinette,1/5/1999
Vincent,Chassé,11/22/1995
Aiglentina,Mireault,4/7/1998
Olivie,Bureau,1/27/1996
Ranger,Petrie,9/30/2002
Marine,Charbonneau,7/10/1996
Brie,Guilmette,8/17/2003
Sumner,Bérubé,2/5/2002
Talbot,Harquin,4/9/1995
Aya,Michel,12/26/2003
Archaimbau,Chartier,12/19/1998
Roxanne,Vertefeuille,3/27/1995
Satordi,Bazinet,9/7/2004
Agathe,Gendron,1/16/2002
Searlas,Lacasse,7/25/2002
Joy,Bonsaint,4/8/1998
Patience,Provencher,6/20/1999
Laurette,Grandbois,9/4/2002
Roxanne,Bourque,12/4/1998
Caroline,Chaloux,3/7/1999
Yves,Monjeau,4/22/1998
Joanna,Beaudry,8/23/1995
Berangaria,Riquier,7/15/2002
Vail,Abril,2/5/1998
Jérôme,Lazure,8/11/2000
Felicienne,Gaulin,4/13/2003
Caroline,Beaudoin,12/16/1996
Auda,Salois,6/13/2002
Raoul,Lazure,2/15/1995
Gaetane,Bussière,1/22/2004
Ruby,Course,12/8/1997
André,Boncoeur,8/7/1998
Gifford,Lebel,9/3/1999
Émile,Rochon,4/17/1997
Élise,"De La Vergne",12/25/1995
Mirabelle,Guédry,6/12/2003
Ophelia,Lefèbvre,8/13/2003
Serge,Beauchamps,2/1/2001
Alexis,Charpie,5/29/1998
Russell,Sauriol,3/17/2003
Aimé,LeBatelier,4/3/1996
Antoinette,Charrette,12/1/1998
Patricia,Robillard,12/6/1994
Saville,Racicot,6/29/1995
Satordi,Chabot,2/5/2002
Hamilton,Vaillancourt,7/27/2004
Thibaut,Gauthier,4/3/1995
Raoul,Jomphe,12/18/1994
Satordi,DuLin,7/25/2003
France,Bourassa,9/29/2002
Tabor,Riquier,12/15/2000
Dominic,Brousse,8/15/1998
Catherine,Lepage,10/6/2001
Somerville,Frappier,7/3/1999
David,Bordeleau,8/5/1996
Orson,Sevier,11/9/1996
Somer,Bussière,11/14/1995
Rosemarie,Casgrain,7/19/1995
Constance,Goguen,10/18/2004
Favor,Charpentier,8/29/2001
Geneviève,Devost,8/15/2002
Fusberta,Beauchesne,5/8/1998
Byron,Mireault,1/29/2004
René,Desforges,2/22/1996
Lyle,Grivois,3/25/1996
Troy,Bondy,4/11/2003
Melusina,Lagrange,10/26/1999
Maslin,Laberge,10/15/2003
Émile,Lévesque,10/3/1998
Marveille,D'Aubigné,6/26/2001
Calandre,Beausoleil,7/11/2002
Corette,Lespérance,4/14/2000
Langley,Sarrazin,3/13/2001
Annette,Bellefeuille,7/24/1997
Zoé,Grenier,5/2/1995
Jacques,Allain,12/5/1996
Iva,Paulet,4/3/1997
Michel,Pelletier,9/8/1996
Burkett,Patry,1/15/2004
Tempeste,Michaud,12/26/1995
Maurelle,Lafrenière,9/14/1995
Bayard,Plourde,11/29/2001
Carole,Gadbois,9/7/2004
Bellamy,Piedalue,2/2/1995
Dominique,Cartier,9/14/1999
Amorette,Laramée,10/16/1996
Caroline,Latourelle,10/7/1995
Bradamate,Lejeune,3/11/2000
Gay,Charrette,12/9/2000
Burnell,Laboissonnière,9/17/2004
Tyson,Rivard,7/29/1998
Madeleine,Marcheterre,9/10/1995
Laure,Hervieux,1/20/2001
Grosvenor,Labonté,12/15/2003
Didiane,Grondin,11/2/1997
Durandana,Parenteau,4/30/1995
Varden,Gingras,1/19/1998
Luce,Gamache,5/17/2003
Chappell,Gabriaux,11/20/2004
Sumner,Cuillerier,12/24/1997
Eleanor,Charpie,3/20/2001
Faye,Allaire,4/19/1998
Slainie,Majory,6/8/1997
Michel,Parenteau,10/12/2000
Jessamine,Léveillé,10/31/1999
Cher,Poissonnier,9/1/2001
Ermengardi,Lamothe,2/5/2001
Leroy,Marcoux,12/14/1996
Delphine,Parenteau,6/10/1996
Cosette,Ruest,11/22/2003
Charles,Lacombe,2/15/1997
Jeoffroi,Chenard,4/22/1998
Searlait,DeGrasse,11/27/1996
Kerman,Jomphe,12/10/1994
Josephe,Landry,11/30/2003
Chapin,Ruel,4/22/1996
Elita,Mailloux,8/20/2001
Constance,Simard,8/9/1995
Armand,Côté,8/18/2001
Genevre,Brisebois,9/22/2002
Onfroi,Duhamel,3/20/1995
Laurent,Duval,2/3/2003
Eustache,Laframboise,5/12/2000
Iva,Dostie,4/15/1995
Iven,Covillon,9/12/1998
Xarles,Bordeleau,5/10/1998
Dexter,Desilets,4/9/1996
Roch,Thériault,5/19/2003
Marc,Marquis,2/4/1996
Namo,Varieur,9/11/2000
Aubine,Mailly,2/7/1999
Alice,LaCaille,8/2/2000
Romain,Dufour,3/18/1997
Garland,Duclos,10/23/1996
Patrice,Rodrigue,12/1/1998
Tabor,Allain,12/14/2003
Aiglentina,Morel,9/30/2001
Emmanuel,Therrien,4/7/2002
Fauna,Garceau,1/11/1995
Christophe,Giguère,1/7/1995
Vivienne,Monjeau,8/3/2000
Amabella,Sansouci,5/13/2004
Noël,Duplanty,5/23/2001
Vallis,Leblanc,10/25/2002
Nathalie,Bisaillon,10/5/2001
Ormazd,Chatigny,6/27/2004
Anne,Quirion,3/25/2004
Hardouin,Charette,11/2/2002
Dixie,Chartier,7/31/1999
Dorothée,Routhier,2/23/1995
Rachelle,Laderoute,6/28/1995
Alain,Begin,3/12/2002
Aimée,Forest,9/19/1998
Luc,Gaillou,5/13/1996
Marine,Reault,5/16/2002
Fifi,Gilbert,3/8/2000
Vachel,Beaulé,9/24/2002
Grosvenor,Alexandre,12/9/1994
Arnaud,Mailhot,10/21/1996
Nicholas,Corbin,10/12/2001
Annot,Loiselle,6/26/2003
Fiacre,Goguen,3/23/2001
Daisi,Bordeleau,11/26/2001
Nicolette,Sansouci,7/12/2003
Olympia,Salois,1/15/1998
Laurence,Fortier,2/9/1999
Alice,Desilets,1/6/2000
Joanna,Plante,7/9/2004
Merle,Jodion,6/4/1996
Edmee,Brisette,10/11/2002
Denis,Boulé,2/26/1997
Davet,Gaillou,8/2/2001
Frédérique,Cantin,1/26/1995
Constance,Lapresse,6/12/2000
Tristan,Chnadonnet,8/20/2000
Théophile,Lamoureux,11/23/1997
Verrill,Lamontagne,5/8/1999
Vail,Grandpré,3/13/1999
Fabien,Laberge,2/20/1996
Vaden,Beauchesne,12/30/2002
Roxanne,Laderoute,5/24/1996
Dreux,Leclair,10/22/1999
Aimé,L'Anglais,10/11/2003
Julie,Fréchette,5/23/1996
Margaux,Neufville,3/28/2004
Nanna,Allain,12/28/1995
Alaine,Pitre,1/16/2004
Percy,Pouliotte,3/11/2004
Rule,Chassé,2/13/2004
Pénélope,Brodeur,7/26/2003
Gustave,Lagueux,9/28/2003
Blondelle,Laforest,4/7/2000
Logistilla,Turcotte,12/3/1998
Raoul,Berie,11/22/1995
Michel,Bussière,2/9/1997
Agate,Bisaillon,3/3/2001
Robert,Morin,6/6/2004
Véronique,Breton,3/24/1998
Madelene,Ferland,2/16/2002
Maureen,Mothé,11/6/1995
Arnaude,Saurel,3/21/1998
Campbell,Simard,10/7/1995
Didier,Lamour,9/27/2004
Karlotta,Racicot,1/15/1995
Jacquenett,Labonté,9/3/2003
Apolline,LeBatelier,5/1/1997
Avenall,Michel,8/27/1996
Saville,Étoile,3/23/2003
Andrée,Émond,7/29/2000
Genevre,Brousseau,2/25/2001
Fabienne,Auger,1/13/2000
Alexandrie,Noël,8/3/1997
Vernon,Paulet,5/27/1999
Amitee,Marceau,11/27/1997
Satordi,Grandpré,6/1/1996
Bernard,Rivière,5/16/2002
Étienne,Desruisseaux,11/1/2001
Laurene,Sauriol,2/19/2003
Lotye,Savoie,11/18/1998
Bernard,Villeneuve,4/15/1996
Gemma,Blais,6/28/2003
Garland,Picard,11/2/2002
Paulette,Hervé,8/20/2003
Aleron,Dupuis,7/31/1996
Patrice,Gregoire,6/26/1999
Henri,Hébert,7/25/2002
Verrill,Chnadonnet,1/10/2004
Roger,Brochu,10/4/1995
Paulette,Riquier,3/1/2000
Alphonsine,Savard,7/5/2000
Orlene,René,10/3/1997
Adèle,Lapresse,5/24/2002
Alfred,Robitaille,8/30/2003
Edmee,Truchon,3/1/1997
Maslin,Binet,4/5/2000
Alphonse,Bourgeau,8/23/1999
Pensee,Brisette,10/26/2000
Roux,Allain,3/6/1999
Bradamate,Narcisse,10/14/2000
Émile,Durand,10/3/2002
Sophie,Caouette,7/2/2001
Vernon,Brasseur,1/19/2003
Trinette,Lajeunesse,1/2/1998
Clothilde,Lavoie,5/12/2004
Rémy,Brasseur,4/10/1998
Eloise,Sansouci,12/22/1994
Neville,Patry,12/3/2001
Gabriel,Bourgeau,4/17/2003
Royale,Chalut,9/17/1995
Albracca,Garnier,9/5/1998
Parfait,Rocheleau,1/21/1997
Pierrette,Labrecque,5/16/1996
Julie,"Des Meaux",11/19/2004
Leroy,Lavallée,2/5/1997
Christiane,Bourgeois,7/9/2000
Eugenia,Faucher,8/31/2002
Talon,Auberjonois,4/23/1997
Amorette,Rivière,12/14/2002
Landers,Paimboeuf,12/7/1998
Georges,Paimboeuf,1/2/2000
Charline,René,2/7/2001
Manville,Racine,10/20/2002
Fortun,Daigneault,12/19/1997
Fitz,Léveillé,9/4/2001
Travers,D'Aubigné,1/31/1997
Adrienne,Marquis,7/7/1998
Maurelle,Bouvier,1/19/2001
Richard,Royer,3/29/2002
Alfred,Marceau,8/27/1998
Isabelle,Charette,3/30/2002
Anaïs,Caya,8/7/2002
Dixie,Dupéré,8/23/2004
Rosemarie,Beaudoin,2/29/1996
Hamilton,"de Brisay",3/8/2002
Archaimbau,Bler,12/9/1995
Melodie,Norbert,2/17/1996
Honoré,Chnadonnet,2/21/2003
Paien,Quinn,3/8/1997
Pinabel,Larivière,4/13/2001
Marshall,Corbeil,12/9/2001
Baptiste,Mathieu,4/11/1998
Normand,Carrière,2/27/2000
Mercer,Coulombe,10/25/1995
Stéphane,Dupuy,9/5/2000
Royden,Patel,11/23/1998
Minette,Ricard,5/14/1996
Margaux,Covillon,12/21/1998
Ernest,Rouze,10/8/2001
Quincy,Rhéaume,6/29/1998
Alice,Veronneau,8/31/2000
Gabriel,Duclos,5/30/1998
Archard,Ratté,11/11/1995
Albertine,Durepos,7/13/1996
Lowell,Gauthier,7/27/2004
Victor,Dodier,1/2/2003
Denise,Charrette,7/1/1996
Eustache,Jetté,7/10/2002
Honore,Leroy,5/9/2004
Parfait,Flamand,11/7/1999
Thérèse,Achin,5/10/1999
Alexandre,Bler,8/19/2001
Prewitt,Turgeon,3/1/1998
Vachel,DuLin,7/14/2001
Sennet,Bellemare,11/1/1996
Ormazd,Cotuand,9/3/2003
Platt,Lefèbvre,11/24/2002
Corette,Verreau,4/22/1997
Lowell,Bellefeuille,3/13/1997
Cheney,Vallée,1/6/2004
Somer,Allard,7/31/1997
Robert,Coupart,9/20/2002
Onfroi,Mercure,8/1/1995
Charlot,Ouellet,3/20/2000
Dexter,Moreau,4/25/1997
Legget,Belisle,2/17/1995
Lowell,Sauvé,5/24/1996
Zara,Davignon,12/26/2001
Porter,St-Pierre,10/14/2004
Guillaume,Provencher,12/2/1998
Villette,Souplet,11/14/2002
Xavierre,Édouard,5/11/2001
Viollette,Dostie,9/21/2001
Montague,Grandbois,12/5/1998
Roger,Berger,4/30/2002
Antoinette,Guertin,8/13/1998
Neville,Frappier,10/31/2002
Curtis,Loiseau,4/19/1995
Zacharie,Leclerc,3/20/1997
Faustin,Quirion,12/8/2000
Viollette,Quirion,3/28/1997
Renée,Lamare,4/14/1996
Iva,Rivière,3/22/1999
Pierre,Dupont,1/14/2002
Leone,Paré,6/12/1998
Jean,Paulet,5/30/1998
Christelle,Hughes,1/28/2004
Gifford,Dagenais,10/29/2000
Timothée,Bazinet,10/11/1995
Julien,Duplanty,4/16/2002
Evrard,Desforges,6/16/2004
Javier,Saucier,6/16/1999
Logistilla,Provencher,6/4/1998
Troy,Duplessis,7/8/2004
Barry,Berthelette,11/2/1997
Véronique,Salmons,7/10/2004
Zdenek,Robillard,6/3/2004
Frédérique,Ruel,4/16/2002
Georgette,Plouffe,10/24/1995
Demi,Deschênes,10/2/1997
Gradasso,Poirier,3/26/1999
Benjamin,Labonté,7/26/2004
Alfred,Dandonneau,10/25/1999
Adrienne,"Du Trieux",10/6/1996
Alphonse,Langlois,11/29/1999
Paulette,Brisebois,5/16/2001
Jacques,Sauvé,5/19/1996
Catherine,Fortin,4/30/1995
Senapus,Lizotte,1/3/2002
Fletcher,Authier,9/1/2002
Dominique,Charpentier,11/29/2001
Beaufort,Mercier,8/18/2000
Porter,Sciverit,5/25/2001
Geneviève,Gabriaux,7/21/1999
Francis,Auclair,3/23/1997
Natalie,Laurent,10/1/2001
Felicien,Charette,4/24/1998
Astrid,Lamothe,5/19/1995
Platt,Maheu,12/17/1998
Gay,Jalbert,11/19/1995
Amaury,Grandpré,10/25/1998
Prunella,Berthelette,2/5/1997
Gill,Phaneuf,10/24/2001
Bevis,Chevrette,1/3/1998
Belisarda,Lachance,4/3/2000
Huette,Boulé,12/14/1998
Coralie,Gaillou,9/21/2001
Searlait,Langlois,10/19/2000
Beltane,Deblois,9/19/2004
Toussaint,Maheu,8/8/2004
Agrican,Drouin,8/16/1998
Sylvie,Chevrette,8/20/2004
Carine,Gendron,12/9/2000
Leverett,Perillard,8/21/2002
Éléonore,Desilets,1/6/1995
Maurice,Laboissonnière,3/1/1995
Thérèse,Durepos,12/21/1994
Avent,Étoile,8/13/1995
Felicienne,Charlebois,2/26/1996
Soren,D'Aoust,3/18/2000
Melville,Trudeau,3/10/2000
Pinabel,Chassé,7/1/2004
Julien,Blanc,6/13/2000
Patrice,Savard,9/25/1999
Gaetan,Rivard,12/20/1999
Fortun,Lamarre,8/19/1996
Burkett,Margand,10/25/1996
Quennel,Pinette,3/9/2004
Fealty,Benoit,12/11/1994
Diane,Petrie,1/9/1998
Talon,Bordeleau,4/29/1998
Allyriane,Migneault,12/6/2002
Aymon,Racicot,4/28/1997
Heloise,Hétu,4/28/1996
Marguerite,Brault,6/10/1998
Martin,Paquette,8/11/1999
Émile,Leclerc,4/15/1997
Fabien,Cousteau,3/29/1998
Florus,Duffet,6/14/2002
Bartlett,Bazinet,7/29/1995
Florismart,Plourde,12/10/2003
Capucine,Trépanier,8/17/1996
Charlotte,Rouze,3/10/1997
Rive,Aupry,9/20/1997
Fitz,Charlesbois,5/18/2002
Fusberta,Laboissonnière,5/26/2000
Élisabeth,Moquin,2/14/1995
Oriel,Quenneville,2/27/2002
Gano,Guay,3/2/1999
Blanchefle,Bélair,4/9/2004
Sacripant,Vachon,5/20/1996
René,Brunelle,4/3/2002
Ferrau,Charest,9/1/1996
Julienne,Bellefeuille,11/7/2000
Medoro,Croquetaigne,6/13/1999
Sidney,Petit,6/2/1999
Kari,Bois,1/22/2002
Baptiste,Plante,5/4/1999
Amorette,Jetté,12/20/2001
Amitee,Forest,6/23/1997
Christian,Pouchard,10/26/1999
Catherine,Champagne,6/16/1999
Burrell,Desnoyers,1/12/2001
Orville,Chassé,6/13/2001
Anne,Cousteau,9/15/1996
Clarice,Sauriol,4/13/1997
Gaetan,Gladu,7/1/1995
Artus,Bureau,1/4/2002
Medoro,Côté,5/7/2003
Laetitia,Talon,11/25/1994
Verney,Bertrand,4/16/1998
Gano,Vertefeuille,5/22/2002
Yvette,Paiement,9/22/2004
Florus,Labbé,7/15/1997
Belle,Croquetaigne,2/4/2001
Porter,Charrette,6/17/2000
Rémy,DuLin,6/6/2004
Aubrette,Couture,10/2/1998
Susanne,Lacroix,6/30/1995
Millicent,Royer,2/27/1999
Liane,Béland,5/28/1999
Charmaine,Cailot,7/8/1998
Roger,Laboissonnière,2/12/2001
Constance,Paré,10/5/2000
Cammile,Moïse,2/18/1996
Nouel,Desforges,12/24/1997
Fifi,Gauthier,10/6/1998
Avelaine,Voisine,8/10/2003
Grosvenor,Fongemie,10/14/1997
Carine,Renaud,1/19/2004
Delit,Josseaume,5/18/1999
Felicienne,Brousse,3/9/1998
Catherine,Forest,2/28/2002
Nicole,Mireault,4/6/1998
Mandel,Querry,7/11/2002
Fabrice,Camus,10/28/1998
Marthe,Berthelette,3/14/1996
Antoinette,Fournier,7/20/2000
Yvon,Poulin,6/14/1999
Marine,Côté,6/4/2000
Gilles,Lévesque,6/7/2000
Onfroi,Huard,1/15/1999
Lundy,Tétrault,10/25/1996
Mandel,Desruisseaux,5/5/1995
Brice,L'Angelier,6/16/2001
Raison,Lapierre,11/9/1999
Amedee,Bousquet,9/9/1999
Searlas,Deblois,8/17/2001
Patricia,Moquin,1/22/1996
Jay,Lanctot,6/5/2003
Alaine,Gauthier,12/8/1996
Lirienne,Sciverit,5/6/1998
Baptiste,Brousse,10/3/2003
Zerbino,Babin,5/4/2004
Seymour,Fournier,7/11/1997
Prewitt,Quinn,6/5/1998
Patricia,Hervieux,9/22/1998
Solaine,Tremblay,11/21/1995
Sydney,Patenaude,10/22/2001
Tearlach,Croteau,3/2/1996
Zara,Jacques,5/13/1999
Ranger,CinqMars,1/25/1997
Marshall,Labossière,5/24/2004
Millard,Hétu,2/20/2004
Maurice,Lespérance,10/26/2000
Langley,Plouffe,7/26/2001
Legget,Dumoulin,2/3/1996
Patrick,Durepos,11/15/2002
Karel,Benjamin,7/23/1995
Arnaud,Pouliotte,5/21/2000
Courtland,Pinette,9/18/1995
Garland,Labonté,5/31/1999
Russell,Duplanty,4/15/2001
Ranger,Garnier,1/7/2002
Sabine,Laderoute,11/8/2003
Arnou,Langlois,12/22/1999
Charmaine,Plante,10/4/2002
Melville,Bellefeuille,9/8/2004
Lyle,Fongemie,12/16/2000
Sumner,Thériault,6/16/1996
Jolie,Brochu,1/8/1996
Melusina,Garcia,7/12/2001
Fleurette,Beaulac,5/23/2002
Serge,Bourgouin,1/27/1999
Mavise,Bouchard,12/7/1994
Jacques,Dumont,8/2/2002
Afrodille,Gousse,11/28/2003
Agate,Courtois,3/26/2000
Octave,Jodoin,5/24/2001
Bradamate,Berthiaume,12/8/2000
Vedette,Lemaître,9/23/1995
Pansy,Lévesque,5/23/1998
Octave,Rhéaume,4/17/2003
Zacharie,Laberge,7/16/2002
Denis,Gamelin,4/14/2003
Robinette,Chandonnet,1/25/1996
Jean,Durand,11/2/1995
Emmanuel,Desnoyer,3/25/2004
Yves,Fréchette,8/21/1996
Fusberta,Dumont,1/4/1996
Brice,Laux,6/16/2001
Cheney,Lamare,3/7/2001
Gano,Senneville,7/7/2002
Agnès,Massé,5/4/2002
Lance,Busson,2/13/1996
Laure,Paquin,10/13/2003
Henry,Levasseur,5/6/2003
Favor,Hervieux,12/20/2000
Oliver,St-Jacques,9/8/2000
Kari,Couet,8/26/1999
Vail,Vincent,8/21/1995
Calandre,Marcoux,8/9/1999
Benoît,Bureau,6/11/1999
Clarimunda,Grondin,3/22/2001
Marlon,Bonami,7/18/1995
Sidney,Godin,6/12/2001
Manon,Busque,8/4/1999
Emmeline,Lafond,11/19/2000
Archard,Chartré,12/21/2002
Searlait,Gregoire,6/28/1997
Ruby,Rancourt,5/13/1996
Troy,Forest,6/3/2003
Brunella,Bouvier,1/13/1999
Phillipa,Tessier,3/19/2000
Granville,Cyr,7/21/1997
Claudette,Lemaître,2/23/2000
Antoine,Huot,10/5/2002
Holly,Lacombe,3/25/1999
Garland,Chalut,2/11/2000
Linette,Charbonneau,7/17/2001
Cloridan,Grivois,11/15/1997
Somerville,Pitre,11/21/1998
Norris,Thivierge,10/23/2002
Pierrette,Couturier,12/26/2003
Arnaud,Coudert,6/20/2004
Adrien,Therrien,10/8/2001
Karel,Sevier,2/22/2004
Clementine,Champagne,6/20/2001
Hamilton,Panetier,5/12/1998
Archaimbau,Simard,4/23/1995
Simone,Doucet,3/21/2000
Burkett,Legault,3/6/1996
Audric,Rocheleau,12/8/2003
Joseph,Tisserand,10/8/2001
Edmee,Paquin,1/26/2002
Germaine,Desnoyer,3/14/1995
Archaimbau,Aucoin,3/22/1995
